GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,FG_PCT,FT_PCT,FG3_PCT
2025-10-22,Miami Heat,MIA @ ORL,L,121,0.484,0.778,0.343
2025-10-22,Milwaukee Bucks,MIL vs. WAS,W,133,0.51,0.789,0.409
2025-10-22,Minnesota Timberwolves,MIN @ POR,W,118,0.488,0.792,0.5
2025-10-22,Brooklyn Nets,BKN @ CHA,L,117,0.443,0.735,0.35
2025-10-22,New York Knicks,NYK vs. CLE,W,119,0.43,0.861,0.35
2025-10-22,Utah Jazz,UTA vs. LAC,W,129,0.552,0.8,0.386
2025-10-22,Philadelphia 76ers,PHI @ BOS,W,117,0.459,0.767,0.39
2025-10-22,Phoenix Suns,PHX vs. SAC,W,120,0.474,0.714,0.294
2025-10-22,Portland Trail Blazers,POR vs. MIN,L,114,0.4,0.829,0.31
2025-10-22,Sacramento Kings,SAC @ PHX,L,116,0.5,0.565,0.375
2025-10-22,San Antonio Spurs,SAS @ DAL,W,125,0.575,0.607,0.4
2025-10-22,Toronto Raptors,TOR @ ATL,W,138,0.568,0.828,0.24
2025-10-22,Memphis Grizzlies,MEM vs. NOP,W,128,0.513,0.814,0.297
2025-10-22,Washington Wizards,WAS @ MIL,L,120,0.469,0.579,0.405
2025-10-22,Detroit Pistons,DET @ CHI,L,111,0.443,0.692,0.292
2025-10-22,Charlotte Hornets,CHA vs. BKN,W,136,0.533,0.697,0.472
2025-10-22,Atlanta Hawks,ATL vs. TOR,L,118,0.422,0.865,0.286
2025-10-21,Los Angeles Lakers,LAL vs. GSW,L,109,0.545,0.607,0.25
2025-10-21,Houston Rockets,HOU @ OKC,L,124,0.443,0.871,0.282
2025-10-21,Oklahoma City Thunder,OKC vs. HOU,W,125,0.442,0.8,0.25
2025-10-21,Golden State Warriors,GSW @ LAL,W,119,0.487,0.897,0.425
